id,name,email,phone,ltv,total_payments,successful_payments,failed_payments,segment,opted_out,created_at
CUST00102,Sneha Iyer,sneha.iyer102@gmail.com,9707661655,32240.91,4,2,2,at_risk,False,2025-11-05 15:37:18
CUST00103,Varun Joshi,varun.joshi103@yahoo.com,9783563240,52581.48,13,12,1,regular,False,2024-11-02 22:33:53
CUST00104,Riya Malhotra,riya.malhotra104@gmail.com,9722312633,37083.53,23,22,1,regular,False,2026-02-01 19:11:18
CUST00105,Rakesh Joshi,rakesh.joshi105@hotmail.com,9638798023,12457.09,2,1,1,new,False,2025-10-27 11:40:04
CUST00106,Krishna Malhotra,krishna.malhotra106@gmail.com,9251136695,12896.51,15,7,8,at_risk,False,2025-08-16 20:42:44
CUST00107,Sneha Sharma,sneha.sharma107@outlook.com,9676140134,389580.68,115,103,12,high_value,False,2024-11-10 10:28:31
CUST00108,Reyansh Chatterjee,reyansh.chatterjee108@yahoo.com,9606244434,724752.65,91,85,6,high_value,False,2024-10-31 21:41:55
CUST00109,Arun Das,arun.das109@outlook.com,9797115550,38171.01,7,7,0,regular,False,2026-05-18 15:27:05
CUST00110,Rakesh Kumar,rakesh.kumar110@rediffmail.com,9587096273,143419.5,39,36,3,regular,False,2026-03-20 08:53:41
CUST00111,Reyansh Chopra,reyansh.chopra111@hotmail.com,9538211092,4196.1,2,2,0,new,False,2025-12-27 10:47:43
CUST00112,Reyansh Chatterjee,reyansh.chatterjee112@outlook.com,9684615760,9672.4,0,0,0,new,False,2026-04-22 07:26:40
CUST00113,Sai Chatterjee,sai.chatterjee113@yahoo.com,9789024924,146242.13,8,7,1,regular,False,2026-04-19 03:26:40
CUST00114,Saanvi Patel,saanvi.patel114@hotmail.com,9322433532,125696.89,19,18,1,regular,False,2024-12-23 23:53:49
CUST00115,Neha Kumar,neha.kumar115@yahoo.com,9680051935,42684.63,6,6,0,regular,False,2025-12-25 02:33:38
CUST00116,Karan Sharma,karan.sharma116@yahoo.com,9384936197,632116.74,87,84,3,high_value,True,2025-05-23 10:49:07
CUST00117,Lakshmi Pillai,lakshmi.pillai117@gmail.com,9585337126,142904.03,7,6,1,regular,False,2024-10-20 05:00:53
CUST00118,Riya Malhotra,riya.malhotra118@gmail.com,9165310776,12709.48,3,2,1,new,False,2025-05-28 21:19:28
CUST00119,Sai Mehta,sai.mehta119@hotmail.com,9259272239,328760.4,101,91,10,high_value,False,2025-07-31 02:14:59
CUST00120,Divya Reddy,divya.reddy120@rediffmail.com,9642831335,32893.2,12,10,2,regular,False,2025-02-07 16:10:17
CUST00121,Nisha Malhotra,nisha.malhotra121@yahoo.com,9544328940,78954.86,31,27,4,regular,False,2025-10-09 14:43:12
CUST00122,Sanjay Kumar,sanjay.kumar122@rediffmail.com,9172083844,205486.83,75,73,2,high_value,False,2026-04-14 03:44:36
CUST00123,Vihaan Pillai,vihaan.pillai123@hotmail.com,9703102938,35890.07,27,23,4,regular,False,2025-06-18 22:07:37
CUST00124,Kavya Menon,kavya.menon124@outlook.com,9477577220,479818.16,39,35,4,high_value,False,2026-05-07 11:15:10
CUST00125,Manoj Joshi,manoj.joshi125@gmail.com,9918841563,49400.68,32,28,4,regular,False,2024-11-27 01:39:38
CUST00126,Manoj Sharma,manoj.sharma126@hotmail.com,9806340901,14360.67,8,5,3,at_risk,False,2025-09-12 11:13:11
CUST00127,Aarav Singh,aarav.singh127@yahoo.com,9708082645,29046.1,6,6,0,regular,False,2025-08-05 08:42:52
CUST00128,Arun Mehta,arun.mehta128@yahoo.com,9497341481,62169.78,10,9,1,regular,False,2024-12-01 22:11:18
CUST00129,Sai Iyer,sai.iyer129@rediffmail.com,9810751262,98919.88,31,29,2,regular,False,2026-05-01 11:25:58
CUST00130,Nisha Gupta,nisha.gupta130@outlook.com,9828230915,83262.26,24,23,1,regular,False,2024-12-20 22:00:20
CUST00131,Aarav Rao,aarav.rao131@outlook.com,9326810757,31745.63,12,8,4,at_risk,True,2025-06-11 17:36:12
CUST00132,Ishaan Desai,ishaan.desai132@hotmail.com,9855561271,92634.06,27,26,1,regular,False,2026-07-13 08:07:04
CUST00133,Vivaan Malhotra,vivaan.malhotra133@gmail.com,9436146289,94541.96,31,29,2,regular,False,2025-09-27 17:44:33
CUST00134,Nikhil Malhotra,nikhil.malhotra134@outlook.com,9194628740,33762.21,32,29,3,regular,False,2025-07-16 12:42:12
CUST00135,Rahul Nair,rahul.nair135@outlook.com,9936571442,86362.83,12,11,1,regular,False,2025-09-02 11:13:01
CUST00136,Rohan Nair,rohan.nair136@gmail.com,9257243284,42554.87,14,12,2,regular,False,2026-02-25 01:08:14
CUST00137,Suresh Malhotra,suresh.malhotra137@hotmail.com,9915911873,108547.35,25,22,3,regular,False,2026-03-24 07:59:20
CUST00138,Arjun Chopra,arjun.chopra138@rediffmail.com,9777944609,55707.58,8,7,1,regular,True,2025-05-10 07:32:47
CUST00139,Aditya Verma,aditya.verma139@outlook.com,9993027458,103806.64,10,9,1,regular,False,2025-05-09 02:52:16
CUST00140,Manoj Mishra,manoj.mishra140@gmail.com,9582897882,8574.85,1,1,0,new,False,2026-03-24 21:44:51
CUST00141,Vikram Gupta,vikram.gupta141@outlook.com,9866990485,569982.61,25,24,1,high_value,False,2025-06-02 04:55:10
CUST00142,Divya Menon,divya.menon142@yahoo.com,9490732457,56776.17,31,27,4,regular,False,2026-07-03 01:01:49
CUST00143,Rahul Patel,rahul.patel143@outlook.com,9201474984,70253.35,21,19,2,regular,False,2024-12-16 18:31:31
CUST00144,Rahul Patel,rahul.patel144@hotmail.com,9812548074,377383.51,103,92,11,high_value,False,2024-12-24 20:54:56
CUST00145,Riya Agarwal,riya.agarwal145@rediffmail.com,9790945624,33461.47,19,14,5,at_risk,False,2025-03-23 10:49:35
CUST00146,Vivaan Joshi,vivaan.joshi146@outlook.com,9293555835,5125.99,3,3,0,new,False,2026-03-20 21:11:26
CUST00147,Kavya Gupta,kavya.gupta147@hotmail.com,9927720428,116023.72,38,37,1,regular,False,2024-12-01 19:13:44
CUST00148,Varun Desai,varun.desai148@yahoo.com,9274211616,110069.93,15,13,2,regular,True,2025-08-17 15:21:07
CUST00149,Vikram Menon,vikram.menon149@outlook.com,9907873857,78360.64,39,37,2,regular,False,2025-05-02 16:56:10
CUST00150,Sanjay Chatterjee,sanjay.chatterjee150@hotmail.com,9573087862,56630.33,29,27,2,regular,False,2026-03-13 16:43:46
CUST00151,Varun Kumar,varun.kumar151@outlook.com,9156027635,133635.2,40,34,6,regular,False,2025-03-15 19:27:39
CUST00152,Kavya Patel,kavya.patel152@yahoo.com,9392907427,86735.86,32,31,1,regular,False,2025-05-21 11:16:20
CUST00153,Vivaan Kapoor,vivaan.kapoor153@gmail.com,9525689202,50651.15,10,9,1,regular,True,2026-05-16 00:20:09
CUST00154,Rahul Kumar,rahul.kumar154@yahoo.com,9141127742,127869.01,13,11,2,regular,False,2024-12-03 23:48:32
CUST00155,Sai Sharma,sai.sharma155@outlook.com,9331557515,24208.15,19,12,7,at_risk,False,2025-12-25 13:02:08
CUST00156,Krishna Verma,krishna.verma156@yahoo.com,9550784243,100965.37,9,9,0,regular,False,2024-12-22 04:28:59
CUST00157,Vivaan Bose,vivaan.bose157@hotmail.com,9717452511,38664.99,32,31,1,regular,False,2025-01-18 08:50:00
CUST00158,Diya Chatterjee,diya.chatterjee158@gmail.com,9662087258,1015.19,4,3,1,new,False,2025-03-24 03:49:27
CUST00159,Vivaan Desai,vivaan.desai159@rediffmail.com,9146744734,147535.12,21,19,2,regular,False,2026-06-17 11:26:47
CUST00160,Anika Mishra,anika.mishra160@gmail.com,9928393291,118368.26,13,13,0,regular,False,2024-11-05 17:37:31
CUST00161,Arun Das,arun.das161@rediffmail.com,9778321204,37530.84,34,33,1,regular,False,2026-02-02 22:28:28
CUST00162,Karan Reddy,karan.reddy162@hotmail.com,9527589822,8145.46,2,2,0,new,False,2025-11-06 11:00:11
CUST00163,Vihaan Bose,vihaan.bose163@outlook.com,9393364102,389212.46,71,63,8,high_value,False,2025-07-26 11:39:22
CUST00164,Diya Chopra,diya.chopra164@rediffmail.com,9494435754,7789.14,0,0,0,new,True,2024-12-17 17:25:48
CUST00165,Rakesh Reddy,rakesh.reddy165@outlook.com,9210163669,579597.49,59,54,5,high_value,False,2026-03-08 07:50:17
CUST00166,Amit Malhotra,amit.malhotra166@gmail.com,9880411013,17339.58,16,11,5,at_risk,False,2026-06-28 21:16:05
CUST00167,Sneha Joshi,sneha.joshi167@hotmail.com,9960170255,40798.27,6,6,0,regular,False,2025-06-03 22:43:59
CUST00168,Ishaan Patel,ishaan.patel168@yahoo.com,9935924516,67079.58,7,6,1,regular,False,2025-08-11 10:27:20
CUST00169,Vikram Patel,vikram.patel169@hotmail.com,9247848992,71744.43,22,21,1,regular,False,2026-02-16 05:49:50
CUST00170,Divya Desai,divya.desai170@hotmail.com,9226444910,53837.67,33,31,2,regular,False,2024-09-14 06:06:58
CUST00171,Aadhya Gupta,aadhya.gupta171@yahoo.com,9179512774,136828.27,33,28,5,regular,False,2025-10-02 11:21:03
CUST00172,Arjun Agarwal,arjun.agarwal172@hotmail.com,9411774120,34797.67,8,4,4,at_risk,False,2026-04-23 16:40:58
CUST00173,Ishaan Nair,ishaan.nair173@rediffmail.com,9128222260,94396.06,34,30,4,regular,False,2024-12-07 20:51:40
CUST00174,Arjun Reddy,arjun.reddy174@rediffmail.com,9869801588,88340.44,31,27,4,regular,True,2025-10-05 00:36:48
CUST00175,Arjun Malhotra,arjun.malhotra175@rediffmail.com,9830261466,36683.5,40,36,4,regular,False,2026-04-15 08:14:56
CUST00176,Lakshmi Verma,lakshmi.verma176@gmail.com,9656307931,41405.42,25,21,4,regular,False,2025-03-12 13:39:30
CUST00177,Sai Iyer,sai.iyer177@yahoo.com,9781887358,4116.77,2,1,1,new,False,2024-11-07 17:51:37
CUST00178,Shreya Pillai,shreya.pillai178@yahoo.com,9283825267,113682.26,26,23,3,regular,False,2026-07-27 21:02:34
CUST00179,Aditya Bose,aditya.bose179@hotmail.com,9384172112,119704.67,31,28,3,regular,True,2024-11-21 04:08:11
CUST00180,Kavya Bose,kavya.bose180@outlook.com,9618558050,124955.41,30,28,2,regular,True,2026-06-25 18:14:41
CUST00181,Vikram Kapoor,vikram.kapoor181@rediffmail.com,9598690974,98865.83,25,22,3,regular,False,2025-09-06 09:29:00
CUST00182,Ishaan Joshi,ishaan.joshi182@hotmail.com,9703068400,307129.61,35,33,2,high_value,False,2026-05-18 22:09:28
CUST00183,Kavya Desai,kavya.desai183@hotmail.com,9548968760,132489.98,15,13,2,regular,False,2025-10-09 17:05:19
CUST00184,Ananya Chopra,ananya.chopra184@hotmail.com,9601238919,60110.26,6,6,0,regular,False,2025-05-14 15:14:08
CUST00185,Saanvi Pillai,saanvi.pillai185@outlook.com,9152246275,471681.23,103,92,11,high_value,False,2026-08-17 20:05:11
CUST00186,Nisha Kumar,nisha.kumar186@outlook.com,9881155839,72423.03,7,6,1,regular,False,2026-02-07 10:48:04
CUST00187,Manoj Reddy,manoj.reddy187@gmail.com,9514838889,119372.53,22,19,3,regular,False,2024-12-08 19:40:28
CUST00188,Ishaan Gupta,ishaan.gupta188@rediffmail.com,9500718660,16867.99,14,7,7,at_risk,False,2025-03-22 09:23:10
CUST00189,Lakshmi Verma,lakshmi.verma189@gmail.com,9141783553,366476.46,80,73,7,high_value,False,2025-03-16 18:54:39
CUST00190,Karan Menon,karan.menon190@outlook.com,9274485243,100145.06,24,22,2,regular,False,2025-03-22 04:37:06
CUST00191,Suresh Das,suresh.das191@hotmail.com,9421897671,22162.8,26,23,3,regular,False,2025-01-05 12:47:53
CUST00192,Vivaan Menon,vivaan.menon192@rediffmail.com,9385111130,11743.56,4,3,1,new,False,2025-01-05 06:30:27
CUST00193,Ananya Bansal,ananya.bansal193@hotmail.com,9931726993,10172.15,10,7,3,at_risk,False,2026-05-05 17:03:14
CUST00194,Vivaan Malhotra,vivaan.malhotra194@outlook.com,9549661921,109765.03,31,28,3,regular,False,2025-04-30 21:43:57
CUST00195,Ishaan Bansal,ishaan.bansal195@yahoo.com,9702247585,106089.48,38,35,3,regular,False,2025-05-12 04:35:22
CUST00196,Rahul Agarwal,rahul.agarwal196@outlook.com,9825708356,30232.36,11,6,5,at_risk,False,2025-12-16 13:50:31
CUST00197,Manoj Reddy,manoj.reddy197@yahoo.com,9419561201,29671.53,18,12,6,at_risk,False,2025-11-18 13:31:19
CUST00198,Krishna Pillai,krishna.pillai198@hotmail.com,9507693523,18808.64,14,6,8,at_risk,False,2025-11-01 22:28:07
CUST00199,Kavya Das,kavya.das199@gmail.com,9471904990,9839.58,3,3,0,new,False,2025-11-21 03:32:16
CUST00200,Neha Kumar,neha.kumar200@gmail.com,9761078179,51106.67,8,7,1,regular,False,2024-11-10 15:31:22
CUST00201,Vihaan Gupta,vihaan.gupta201@rediffmail.com,9454650074,33070.84,13,13,0,regular,False,2026-03-17 09:11:06
CUST00202,Deepak Chopra,deepak.chopra202@yahoo.com,9911653317,4817.52,0,0,0,new,False,2025-01-15 15:32:43
CUST00203,Rakesh Mishra,rakesh.mishra203@gmail.com,9287974375,128888.64,7,6,1,regular,False,2025-04-05 17:13:00
CUST00204,Kavya Verma,kavya.verma204@gmail.com,9420396197,33949.09,26,25,1,regular,False,2025-02-15 04:54:37
CUST00205,Suresh Kumar,suresh.kumar205@hotmail.com,9602533479,125145.8,26,25,1,regular,False,2025-12-05 17:13:15
CUST00206,Aarav Mishra,aarav.mishra206@outlook.com,9949080318,107672.15,17,16,1,regular,False,2025-07-06 08:25:41
CUST00207,Lakshmi Mehta,lakshmi.mehta207@gmail.com,9530391423,44021.56,13,12,1,regular,False,2026-08-19 14:30:19
CUST00208,Pooja Nair,pooja.nair208@rediffmail.com,9909340042,62851.29,5,5,0,regular,False,2025-12-27 21:44:18
CUST00209,Krishna Malhotra,krishna.malhotra209@outlook.com,9271494637,85327.66,24,21,3,regular,False,2025-10-27 10:37:06
CUST00210,Nikhil Nair,nikhil.nair210@yahoo.com,9243418388,79147.23,28,26,2,regular,False,2025-04-30 04:25:47
CUST00211,Saanvi Nair,saanvi.nair211@hotmail.com,9945432844,440386.19,110,103,7,high_value,False,2026-05-03 21:45:06
CUST00212,Manoj Bansal,manoj.bansal212@yahoo.com,9714933740,41389.83,38,35,3,regular,False,2025-01-05 06:12:09
CUST00213,Sai Bansal,sai.bansal213@rediffmail.com,9968326513,235763.82,73,67,6,high_value,True,2025-05-09 12:46:48
CUST00214,Vivaan Desai,vivaan.desai214@outlook.com,9976659977,291635.85,29,28,1,high_value,False,2026-06-21 04:17:49
